id,segment,family,class,brick,product_name
14524,textual printed reference materials,textual printed reference materials,books,,messengers of god
14525,audio visual photography,audio visual media,pre recorded or digital content media,,vision titanium orchestra violin g
14526,cleaning hygiene products,cleaning products,cleaners,,liberon steel wool
14527,clothing,clothing,full body wear,,strapless draped front tie dress
14528,household office furniture furnishings,fabric textile furnishings,household office fabric textile furnishings,,youth philadelphia eagles mcarthur midnight green beach towel backpack
14529,clothing,clothing,upper body wear tops,,idaho vandals team arch long sleeve t shirt white
14530,clothing,clothing,upper body wear tops,,usa boxing distressed crest pullover hoodie gunmetal
14531,stationery office machinery occasion supplies,stationery office machinery,stationery adhesives binders fasteners,,aluminum money clip
14532,personal accessories,personal accessories,personal carriers accessories,,cleveland browns wincraft keyband
14533,personal accessories,personal accessories,personal carriers accessories,,west virginia mountaineers black slingback backpack
14534,clothing,clothing,upper body wear tops,,ucla bruins adidas sideline swagger performance t shirt gray
14535,automotive,automotive accessories and maintenance,automotive maintenance repair,,toyota tacoma rebuilders
14536,clothing,clothing,upper body wear tops,,youth nike royal kentucky wildcats replica football jersey
14537,personal accessories,personal accessories,personal carriers accessories,,women s dallas mavericks wincraft royal blue bling lanyard
14538,kitchen merchandise,kitchen merchandise,cookware bakeware,,farberware toaster oven bakeware piece set
14539,clothing,clothing,upper body wear tops,,montana grizzlies ladies distressed logo vintage tri blend v neck t shirt ash
14540,personal accessories,personal accessories,personal carriers accessories,,danica patrick key strap
14541,healthcare,medical devices,medical devices,,mic key extension set
14542,clothing,clothing,upper body wear tops,,ef it im day drinking funny party weekend warrior graphic t shirt
14543,household office furniture furnishings,ornamental furnishings,ornaments,,alabama crimson tide fan crossing ornament
14544,plumbing heating ventilation air conditioning,plumbing heating ventilation air conditioning,water storage treatment,,replacement square flange pool motor hp v frame up rated b eb
14545,clothing,clothing,clothing accessories,,columbia alabama crimson tide collegiate bora bora booney ii hat khaki
14546,clothing,clothing,upper body wear tops,,wayne state warriors mens white rally loud short sleeve t shirt
14547,household office furniture furnishings,household office furniture,household office storage display furniture screens,,home decor traditional stainless steel effect wall to wall mirrored sliding wardrobe door w mm
14548,clothing,clothing,upper body wear tops,,princeton tigers team arch t shirt white
14549,clothing,clothing,upper body wear tops,,usa field hockey st paddy s t shirt green
14550,arts crafts needlework,arts crafts needlework supplies,wood burning engraving craft supplies,,meinl make your own bongo cajon kit
14551,clothing,clothing,clothing accessories,,cotton gloves order of the eastern star
14552,personal accessories,personal accessories,personal carriers accessories,,utah state aggies glitter small oval metal keychain silver
14553,communications,communications,communication accessories,,texas longhorns burnt orange silicone iphone case
14554,clothing,clothing,upper body wear tops,,adidas memphis grizzlies practice pullover hoodie navy blue
14555,clothing,clothing,upper body wear tops,,men s antigua royal creighton bluejays victory full zip hoodie
14556,clothing,clothing,clothing accessories,,top of the world oklahoma sooners triumph fit flex hat gray
14557,clothing,clothing,upper body wear tops,,auburn tigers women s burnout keyhole tank top navy blue
14558,healthcare,health treatments aids,skin scalp aid products,,american crew classic boost powder g
14559,arts crafts needlework,arts crafts needlework supplies,needlework toy making craft supplies,,baby cashmerino by debbie bliss
14560,automotive,cars and motorcycles,cars,,lincoln aviator suv
14561,toys games,toys games,fancy dress costumes accessories,,wake forest demon deacons ultimate fan hand black
14562,personal accessories,personal accessories,personal carriers accessories,,trier leather doctor s bag brown
14563,clothing,clothing,full body wear,,trendy one shoulder mini dress
14564,clothing,clothing,upper body wear tops,,youth antigua red nc state wolfpack victory pullover hoodie
14565,kitchen merchandise,kitchen merchandise,cookware bakeware,,anolon nouvelle copper piece cookware set with bonus
14566,arts crafts needlework,arts crafts needlework supplies,needlework toy making craft supplies,,acrylic pom poms multi color inches pack
14567,clothing,clothing,clothing accessories,,arkansas razorbacks souvenir lapel pin
14568,clothing,clothing,clothing accessories,,ilse jacobsen classic raincoat with matching hat indigo
14569,food beverage tobacco,confectionery sugar sweetening products,confectionery products,,ers night recovery cream chocolate g
14570,computing,computers video games,computer drives,,p ibm gb ultra hp k
14571,clothing,clothing,upper body wear tops,,pittsburg state gorillas youth basic arch pullover hoodie red
14572,personal accessories,personal accessories,jewellery,,k gold filled triangle ring
14573,sports equipment,sports equipment,cycle sports equipment,,portland oregon cycling t shirt
14574,food beverage tobacco,beverages,alcoholic beverages,,champagne and sword
14575,clothing,clothing,upper body wear tops,,women s kansas state wildcats gray big canvas knobi fleece sweatshirt
14576,automotive,automotive accessories and maintenance,automotive tyres wheels,,shock quotation car rim replica alloy wheel
14577,clothing,clothing,upper body wear tops,,texas longhorns youth saturdays since long sleeve t shirt ash
14578,sports equipment,sports equipment,personal fitness sports equipment,,spirit xbr recumbent bike
14579,food beverage tobacco,milk butter cream yogurts cheese eggs substitutes,yogurt yogurt substitutes,,happy family happy yogis yogurt snacks strawberry oz pk
14580,kitchen merchandise,kitchen merchandise,tableware serving eating drinking equipment,,spigot for berkey stainless steel systems
14581,clothing,clothing,upper body wear tops,,jacksonville jaguars womens holey long sleeve t shirt and tank top black teal
14582,clothing,clothing,clothing accessories,,swedish flag cufflinks
14583,clothing,clothing,upper body wear tops,,mr t ob original bling rocky iii a team fan t shirt
14584,healthcare,health enhancement,vitamins minerals nutritional supplements,,doppelherz aktiv na oczy forte kapsu ki sztuk
14585,beauty personal care hygiene,cosmetics fragrances,nail cosmetic care products,,gelish magneto nail lacquer polish inseparable forces blue oz
14586,clothing,clothing,clothing accessories,,snickers precision leather glove
14587,household office furniture furnishings,ornamental furnishings,ornaments,,herbs spices charcoal art print
14588,computing,computers video games,computer components,,hp gb g k dp sas pack
14589,building products,building products,lumber wood panel gypsum,,classique by furlong wood
14590,toys games,toys games,outdoor games play structures,,golf cornhole boards
14591,clothing,clothing,lower body wear bottoms,,western michigan broncos womens black mesh shorts
14592,household office furniture furnishings,ornamental furnishings,ornaments,,riedel duck decanter
14593,clothing,clothing,upper body wear tops,,nike oregon ducks infant baby helmet t shirt ash
14594,sports equipment,sports equipment,personal fitness sports equipment,,body solid leverage squat calf machine gscl
14595,clothing,clothing,upper body wear tops,,wayne state warriors womens white burnout v neck t shirt
14596,audio visual photography,photography optics,photography,,fotoquantum studiotools product photo table x cm
14597,clothing,clothing,clothing accessories,,top of the world south carolina gamecocks vintage mesh trucker adjustable hat garnet
14598,clothing,clothing,upper body wear tops,,united states olympic team go rio t shirt navy blue
14599,audio visual photography,in car electronics,car audio,,ground shaker zf dual sealed ford f box
14600,clothing,clothing,upper body wear tops,,rockstar in training funny music t shirt
